		Result for h=0.002

	Value of X		Value of Y
	0.204		0.0476119855125
	0.206		0.0484479643754
	0.208		0.0492894887232
	0.21		0.0501365213205
	0.212		0.050989025247
	0.214		0.0518469638957
	0.216		0.0527103009701
	0.218		0.0535790004829
	0.22		0.0544530267535
	0.222		0.0553323444058
	0.224		0.0562169183669
	0.226		0.057106713864
	0.228		0.0580016964235
	0.23		0.0589018318683
	0.232		0.0598070863159
	0.234		0.0607174261766
	0.236		0.0616328181516
	0.238		0.0625532292308
	0.24		0.0634786266911
	0.242		0.0644089780945
	0.244		0.0653442512858
	0.246		0.0662844143912
	0.248		0.0672294358163
	0.25		0.068179284244
	0.252		0.0691339286328
	0.254		0.0700933382151
	0.256		0.0710574824952
	0.258		0.0720263312473
	0.26		0.0729998545142
	0.262		0.0739780226051
	0.264		0.0749608060938
	0.266		0.0759481758172
	0.268		0.0769401028735
	0.27		0.07793655862
	0.272		0.0789375146721
	0.274		0.0799429429009
	0.276		0.080952815432
	0.278		0.0819671046434
	0.28		0.0829857831642
	0.282		0.0840088238724
	0.284		0.0850361998938
	0.286		0.0860678846
	0.288		0.0871038516068
	0.29		0.0881440747725
	0.292		0.0891885281967
	0.294		0.0902371862179
	0.296		0.0912900234128
	0.298		0.0923470145941
	0.3		0.0934081348088
	0.302		0.0944733593374
	0.304		0.0955426636914
	0.306		0.0966160236126
	0.308		0.0976934150707
	0.31		0.0987748142628
	0.312		0.0998601976107
	0.314		0.10094954176
	0.316		0.10204282358
	0.318		0.103140020159
	0.32		0.104241108804
	0.322		0.105346067044
	0.324		0.106454872619
	0.326		0.107567503487
	0.328		0.10868393782
	0.33		0.109804154
	0.332		0.110928130622
	0.334		0.112055846487
	0.336		0.113187280608
	0.338		0.1143224122
	0.34		0.115461220686
	0.342		0.116603685693
	0.344		0.117749787048
	0.346		0.118899504781
	0.348		0.12005281912
	0.35		0.121209710492
	0.352		0.122370159522
	0.354		0.123534147029
	0.356		0.124701654026
	0.358		0.125872661721
	0.36		0.127047151513
	0.362		0.128225104989
	0.364		0.129406503929
	0.366		0.130591330299
	0.368		0.13177956625
	0.37		0.132971194121
	0.372		0.134166196435
	0.374		0.135364555895
	0.376		0.136566255388
	0.378		0.137771277983
	0.38		0.138979606923
	0.382		0.140191225635
	0.384		0.141406117719
	0.386		0.142624266952
	0.388		0.143845657284
	0.39		0.145070272841
	0.392		0.146298097918
	0.394		0.147529116984
	0.396		0.148763314675
	0.398		0.150000675798
	0.4		0.151241185326
	0.402		0.152484828399
	0.404		0.153731590323
	0.406		0.154981456566
	0.408		0.156234412762
	0.41		0.157490444705
	0.412		0.15874953835
	0.414		0.160011679814
	0.416		0.161276855368
	0.418		0.162545051447
	0.42		0.163816254637
	0.422		0.165090451684
	0.424		0.166367629485
	0.426		0.167647775092
	0.428		0.16893087571
	0.43		0.170216918696
	0.432		0.171505891555
	0.434		0.172797781943
	0.436		0.174092577665
	0.438		0.175390266672
	0.44		0.176690837062
	0.442		0.17799427708
	0.444		0.179300575113
	0.446		0.180609719692
	0.448		0.181921699493
	0.45		0.18323650333
	0.452		0.18455412016
	0.454		0.18587453908
	0.456		0.187197749325
	0.458		0.188523740266
	0.46		0.189852501415
	0.462		0.191184022416
	0.464		0.192518293051
	0.466		0.193855303234
	0.468		0.195195043014
	0.47		0.196537502572
	0.472		0.19788267222
	0.474		0.199230542401
	0.476		0.200581103687
	0.478		0.20193434678
	0.48		0.20329026251
	0.482		0.204648841834
	0.484		0.206010075834
	0.486		0.20737395572
	0.488		0.208740472824
	0.49		0.210109618604
	0.492		0.21148138464
	0.494		0.212855762634
	0.496		0.21423274441
	0.498		0.215612321911
	0.5		0.216994487202
	0.502		0.218379232466
	0.504		0.219766550003
	0.506		0.221156432233
	0.508		0.222548871689
	0.51		0.223943861023
	0.512		0.225341393
	0.514		0.226741460501
	0.516		0.228144056519
	0.518		0.229549174161
	0.52		0.230956806644
	0.522		0.232366947298
	0.524		0.233779589564
	0.526		0.23519472699
	0.528		0.236612353237
	0.53		0.238032462072
	0.532		0.239455047368
	0.534		0.240880103108
	0.536		0.242307623381
	0.538		0.243737602378
	0.54		0.245170034399
	0.542		0.246604913845
	0.544		0.248042235223
	0.546		0.24948199314
	0.548		0.250924182307
	0.55		0.252368797537
	0.552		0.25381583374
	0.554		0.25526528593
	0.556		0.256717149219
	0.558		0.258171418816
	0.56		0.259628090031
	0.562		0.26108715827
	0.564		0.262548619034
	0.566		0.264012467924
	0.568		0.265478700633
	0.57		0.26694731295
	0.572		0.268418300759
	0.574		0.269891660037
	0.576		0.271367386853
	0.578		0.272845477371
	0.58		0.274325927843
	0.582		0.275808734617
	0.584		0.277293894126
	0.586		0.278781402898
	0.588		0.280271257547
	0.59		0.281763454777
	0.592		0.283257991381
	0.594		0.284754864239
	0.596		0.286254070317
	0.598		0.287755606669
	0.6		0.289259470434
	0.602		0.290765658836
	0.604		0.292274169186
	0.606		0.293784998878
	0.608		0.295298145388
	0.61		0.296813606277
	0.612		0.298331379188
	0.614		0.299851461847
	0.616		0.301373852061
	0.618		0.302898547717
	0.62		0.304425546784
	0.622		0.30595484731
	0.624		0.307486447423
	0.626		0.30902034533
	0.628		0.310556539315
	0.63		0.312095027742
	0.632		0.31363580905
	0.634		0.315178881758
	0.636		0.316724244459
	0.638		0.318271895822
	0.64		0.319821834593
	0.642		0.321374059592
	0.644		0.322928569712
	0.646		0.324485363923
	0.648		0.326044441266
	0.65		0.327605800856
	0.652		0.32916944188
	0.654		0.330735363598
	0.656		0.332303565342
	0.658		0.333874046513
	0.66		0.335446806585
	0.662		0.3370218451
	0.664		0.338599161673
	0.666		0.340178755985
	0.668		0.341760627787
	0.67		0.3433447769
	0.672		0.344931203212
	0.674		0.346519906677
	0.676		0.348110887319
	0.678		0.349704145228
	0.68		0.351299680558
	0.682		0.352897493531
	0.684		0.354497584436
	0.686		0.356099953624
	0.688		0.357704601511
	0.69		0.35931152858
	0.692		0.360920735375
	0.694		0.362532222504
	0.696		0.36414599064
	0.698		0.365762040516
	0.7		0.36738037293
	0.702		0.369000988738
	0.704		0.370623888862
	0.706		0.372249074282
	0.708		0.37387654604
	0.71		0.375506305237
	0.712		0.377138353037
	0.714		0.378772690659
	0.716		0.380409319386
	0.718		0.382048240557
	0.72		0.38368945557
	0.722		0.385332965881
	0.724		0.386978773004
	0.726		0.388626878511
	0.728		0.390277284031
	0.73		0.391929991248
	0.732		0.393585001904
	0.734		0.395242317797
	0.736		0.39690194078
	0.738		0.398563872762
	0.74		0.400228115706
	0.742		0.401894671631
	0.744		0.403563542609
	0.746		0.405234730766
	0.748		0.406908238284
	0.75		0.408584067395
	0.752		0.410262220386
	0.754		0.411942699597
	0.756		0.413625507419
	0.758		0.415310646296
	0.76		0.416998118723
	0.762		0.418687927247
	0.764		0.420380074467
	0.766		0.422074563031
	0.768		0.423771395639
	0.77		0.42547057504
	0.772		0.427172104033
	0.774		0.428875985469
	0.776		0.430582222246
	0.778		0.43229081731
	0.78		0.434001773659
	0.782		0.435715094336
	0.784		0.437430782436
	0.786		0.439148841099
	0.788		0.440869273512
	0.79		0.442592082913
	0.792		0.444317272583
	0.794		0.446044845853
	0.796		0.447774806098
	0.798		0.449507156741
	0.8		0.45124190125
	0.802		0.45297904314
	0.804		0.454718585968
	0.806		0.456460533341
	0.808		0.458204888908
	0.81		0.459951656363
	0.812		0.461700839444
	0.814		0.463452441935
	0.816		0.465206467662
	0.818		0.466962920495
	0.82		0.468721804349
	0.822		0.470483123179
	0.824		0.472246880987
	0.826		0.474013081814
	0.828		0.475781729745
	0.83		0.477552828908
	0.832		0.479326383471
	0.834		0.481102397646
	0.836		0.482880875684
	0.838		0.48466182188
	0.84		0.486445240568
	0.842		0.488231136124
	0.844		0.490019512962
	0.846		0.491810375541
	0.848		0.493603728357
	0.85		0.495399575945
	0.852		0.497197922882
	0.854		0.498998773785
	0.856		0.500802133307
	0.858		0.502608006143
	0.86		0.504416397026
	0.862		0.506227310727
	0.864		0.508040752057
	0.866		0.509856725863
	0.868		0.511675237033
	0.87		0.513496290489
	0.872		0.515319891194
	0.874		0.517146044147
	0.876		0.518974754385
	0.878		0.52080602698
	0.88		0.522639867044
	0.882		0.524476279723
	0.884		0.5263152702
	0.886		0.528156843697
	0.888		0.530001005467
	0.89		0.531847760804
	0.892		0.533697115035
	0.894		0.535549073522
	0.896		0.537403641664
	0.898		0.539260824895
	0.9		0.541120628684
	0.902		0.542983058533
	0.904		0.544848119982
	0.906		0.546715818602
	0.908		0.548586160001
	0.91		0.550459149819
	0.912		0.552334793732
	0.914		0.554213097449
	0.916		0.556094066711
	0.918		0.557977707296
	0.92		0.559864025013
	0.922		0.561753025703
	0.924		0.563644715243
	0.926		0.565539099541
	0.928		0.567436184538
	0.93		0.569335976207
	0.932		0.571238480555
	0.934		0.57314370362
	0.936		0.575051651471
	0.938		0.576962330212
	0.94		0.578875745975
	0.942		0.580791904928
	0.944		0.582710813266
	0.946		0.584632477218
	0.948		0.586556903045
	0.95		0.588484097035
	0.952		0.590414065512
	0.954		0.592346814828
	0.956		0.594282351365
	0.958		0.596220681537
	0.96		0.598161811788
	0.962		0.600105748592
	0.964		0.602052498454
	0.966		0.604002067907
	0.968		0.605954463516
	0.97		0.607909691874
	0.972		0.609867759604
	0.974		0.611828673361
	0.976		0.613792439824
	0.978		0.615759065707
	0.98		0.617728557749
	0.982		0.61970092272
	0.984		0.621676167418
	0.986		0.623654298669
	0.988		0.625635323331
	0.99		0.627619248285
	0.992		0.629606080446
	0.994		0.631595826753
	0.996		0.633588494176
	0.998		0.63558408971
	1.0		0.63758408971
